room,idx,original,translation,comments
0,93,"When you rub the magic ring, you mysteriously disappear, except for your footprints.","כשאתה משפשף את טבעת הקסם, אתה נעלם באופן מסתורי, מלבד עקבות הרגליים שלך.",
0,94,You rub the magic ring but the goat seems to have a strange effect on it.,אתה משפשף את טבעת הקסם אבל נראה שלתיש יש השפעה מוזרה עליה.,
0,95,"With disappointment, you see that nothing happens.","למרבה האכזבה, אתה רואה ששום דבר לא קורה.",
0,96,The magic ring is still in your pocket.  You can't rub it there.,טבעת הקסם עדיין בכיס שלך. אתה לא יכול לשפשף אותה שם.,
0,97,"The spell to make you invisible has expired and you are once again visible to dangerous creatures, but, the ring has now disappeared.","הכישוף שגורם לך להיות בלתי נראה פג ואתה שוב נראה ליצורים מסוכנים, אבל הטבעת עכשיו נעלמה.",
0,98,You will have to find it before you can get it.,תצטרך למצוא את זה לפני שתוכל לקבל את זה.,
0,99,You do not have it.,אין לך את זה.,
0,100,_,_,
0,101,You are not wearing the ring.,אתה לא עונד את הטבעת.,
0,102,There is no need to rub the ring as you are already invisible.,אין צורך לשפשף את הטבעת כי אתה כבר בלתי נראה.,
0,150,Info,מידע,
0,151,Help    ,עזרה    ,
0,152,About KQ,אודות מסע המלך,
0,153,File,קובץ,
0,154,Save Game      <F5>,שמור משחק       <F5>,
0,155,Restore Game   <F7>,שחזר משחק     <F7>,
0,156,-------------------,-----------------------,
0,157,Restart Game   <F9>,התחל משחק מחדש   <F9>,
0,158,Pause             <Esc>,השהיה             <Esc>,
0,159,Quit        <Alt Z>,יציאה        <Alt Z>,
0,160,Game,משחק,
0,161,Inventory     <Tab>,מלאי     <Tab>,
0,162,See Object     <F4>,ראה חפץ     <F4>,
0,163,Sound On/Off       <F2>,קול דלוק/כבוי    <F2>,
0,164,Action ,פעולה ,
0,165,Swim  =,שחה  =,
0,166,Special,מיוחד,
0,167,Graphics Mode  <Ctrl R>,מצב גרפיקה  <Ctrl R>,
0,168,Reset Joystick <Ctrl J>,איפוס ג'ויסטיק <Ctrl J>,
0,169,Speed,מהירות,
0,170,Normal,רגילה,
0,171,Fast  ,מהירה  ,
0,172,Slow  ,איטית ,
0,173,King's Quest was designed by Roberta Williams.,מסע המלך עוצב על ידי רוברטה וויליאמס.,
0,174,Jump  0,קפץ  0,
0,175,Duck  -,התכופף  -,
0,176,Joystick/Mouse <Ctrl J>,ג'ויסטיק/עכבר <Ctrl J>,
1,1,Misfortune strikes and you have fallen into the moat. Your struggles and cries have attracted hungry alligators.  They do not want to let you go.,לרוע המזל נפלת לחפיר. תנועותיך הנואשות והצעקות שלך משכו תנינים רעבים. הם לא רוצים לתת לך ללכת.,
1,2,King Edward's banners are waving in the strong breeze.,הדגלים של המלך אדוארד מתנופפים ברוח החזקה.,
1,3,This is the castle of King Edward the Benevolent.,זוהי הטירה של המלך אדוארד הנדיב.,
1,4,It looks deep and dangerous.  You can see alligators  floating in the water.,זה נראה עמוק ומסוכן. אתה יכול לראות תנינים צפים במים.,
1,5,The water in the moat is not conducive to swimming.,המים בחפיר לא מתאימים לשחייה.,
1,6,They are absolutely gorgeous!,הם מהממים לחלוטין!,
1,7,"It is a very small,  wooden barrel bridge.",זהו גשר חביות עץ קטן מאוד.,
1,8,The alligators are swimming in the moat.,התנינים שוחים בחפיר.,
1,9,There are alligators in this water.  I don't think you want to try drinking it.,יש תנינים במים האלה. אני לא חושב שאתה רוצה לשתות מהם.,
1,10,You fill the bucket with the murky water from the moat.,אתה ממלא את הדלי במים העכורים מהחפיר.,
1,11,There is water nearby.,יש מים בקרבת מקום.,
1,12,You need to get closer to the water.,אתה צריך להתקרב למים.,
1,13,King Edward does not allow anyone to take his flowers.,המלך אדוארד לא מאפשר לאף אחד לקטוף את הפרחים שלו.,
1,14,The moats slippery sides prevent you from getting out.,הצדדים החלקלקים של החפיר מונעים ממך לצאת.,לא ניתן לבדוק
1,15,What!  Are you crazy?,מה! אתה משוגע?,
1,16,You are standing outside a castle surrounded by an alligator filled moat.,אתה עומד מחוץ לטירה המוקפת בחפיר מלא תנינים.,
2,1,"High above the castle, the flags are waving in the wind.","גבוה מעל הטירה, הדגלים מתנופפים ברוח.",
2,2,"King Edward the Benevolent, the mighty ruler of Daventry, lives in this castle.","המלך אדוארד הנדיב, השליט האדיר של דבנטרי, מתגורר בטירה הזו.",
2,3,"You must enter the castle through the door, and the  door is closed.","תצטרך להיכנס לטירה דרך הדלת, והדלת סגורה.",
2,4,It's your typical moat water: murky and smelly.,אלה מי חפיר טיפוסיים: עכורים ומסריחים.,
2,5,You never know what might be in there!,לעולם לא תדע מה עלול להיות שם!,
2,6,"It is a rather small, wooden bridge.",זהו גשר עץ קטן למדי.,
2,7,These alligators have protected the castle from many a trespasser.,התנינים האלה הגנו על הטירה מפני פולשים רבים.,
2,8,"They pose as immovable guards for King Edward's castle, and have frightened off numerous intruders.","הם משמשים כשומרים בלתי ניתנים להזזה לטירת המלך אדוארד, והפחידו פולשים רבים.",
2,9,These doors are strongly built to keep out unwanted visitors.,הדלתות האלה בנויות בחוזקה כדי להרחיק מבקרים לא רצויים.,
2,10,You can't see them from here.,אתה לא יכול לראות אותם מכאן.,
2,11,"As you kneel by the edge of the moat and see just how filthy the water is, your thirst strangely leaves you.","כשאתה כורע ליד קצה החפיר ורואה כמה מלוכלכים המים, הצמא שלך נעלם באופן מוזר.",
2,12,"Although you notice the water is unclean, you fill the bucket.","למרות שאתה מבחין שהמים לא נקיים, אתה ממלא את הדלי.",
2,13,You are not close enough to any water.,אתה לא קרוב מספיק לשום מים.,
2,14,You have no container for water.,אין לך מיכל למים.,
2,15,You have been to the castle once and you may not return until your quest is complete.,היית בטירה פעם אחת ואתה לא יכול לחזור עד שהמשימה שלך תושלם.,
2,16,You have been to the castle once since your quest and  are not allowed to return again.,היית בטירה פעם אחת מאז המשימה שלך ואסור לך לחזור שוב.,
2,17,"Since the goat is with you, permission to enter the  castle is denied.","מכיוון שהתיש איתך, אינך יכול להיכנס לטירה!",
2,18,You cannot reach the door from here.,אתה לא יכול להגיע לדלת מכאן.,
2,19,The door is already closed.,הדלת כבר סגורה.,
2,21,Misfortune strikes and you have fallen into the moat. Your struggles and cries have attracted hungry alligators.  They do not want to let you go.,לרוע המזל נפלת לחפיר. תנועותיך הנואשות והצעקות שלך משכו תנינים רעבים. הם לא רוצים לתת לך ללכת.,
2,22,They are absolutely gorgeous!,הם מהממים לחלוטין!,
2,23,King Edward does not allow anyone to take his flowers.,המלך אדוארד לא מאפשר לאף אחד לקטוף את הפרחים שלו.,
2,25,The huge doors swing open slowly.,הדלתות הענקיות נפתחות באטיות.,
2,26,The moats slippery sides prevent you from getting out.,הצדדים החלקלקים של החפיר מונעים ממך לצאת.,
2,27,What!  Are you crazy?,מה! אתה משוגע?,
2,28,"Your knock echos within the castle.  Unfortunately, no one answers.","הדפיקה שלך מהדהדת בתוך הטירה. למרבה הצער, אף אחד לא עונה.",
2,29,You are standing outside a castle surrounded by an alligator filled moat.,אתה עומד מחוץ לטירה המוקפת בחפיר מלא תנינים.,
3,1,There are numerous white birch trees reaching to the sky.,יש עצי ליבנה לבנים רבים הנוגעים בשמים.,
3,2,"After moving that rock once, even thinking about it should make you tired.","אחרי שדחפת את הסלע הזה פעם אחת, אתה מתעייף רק מהמחשבה לדחוף אותו שוב.",
3,3,There is no hole here.,אין חור כאן.,
3,4,There is an intricately carved dagger in the hole.,אתה רואה בחור פגיון עם ידית מגולפת בדקדקנות.,
3,5,There is nothing in this hole but dirt.,אין כלום בחור הזה מלבד עפר.,
3,6,There is no dagger here.,אין פגיון כאן.,
3,7,You are too far away to get the dagger.,אתה רחוק מדי כדי לקחת את הפגיון.,
3,8,"You reach into the hole and grasp the dagger, being careful not to cut yourself.","אתה מגיע לתוך החור ותופס את הפגיון, בעודך נזהר לא לחתוך את עצמך.",
3,10,This rock is far too heavy for you to carry.,הסלע הזה כבד מדי מכדי שתוכל לשאת אותו.,
3,11,It will be very difficult to move the rock from here.,יהיה קשה מאוד להזיז את הסלע מכאן.,
3,12,You are much too far away to even attempt getting the rock.,אתה רחוק מדי אפילו כדי לנסות לקחת את הסלע.,
3,13,"With a heave and a ho, you manage to move the rock... revealing a dark hole underneath it.","עם מאמץ גדול, אתה מצליח להזיז את הסלע... חושף חור חשוך מתחתיו.",
3,14,"This moving rock rolls downhill and you, unfortunately,  are in the way.","הסלע הנע הזה מתגלגל במורד הגבעה ואתה, למרבה הצער, עומד בדרך.",
3,15,"You see a large, grey rock.",אתה רואה סלע גדול ואפור.,
3,16,It is a large rock with a hole next to it.,זהו סלע גדול עם חור לידו.,
3,17,There is a rock in the distance.,יש סלע במרחק.,
3,18,You could see it better if you picked it up.,אתה יכול לראות את זה טוב יותר אם תרים את זה.,
3,19,You do not have a dagger to look at.,אין לך פגיון להסתכל עליו.,
3,20,You are too far from the hole to see in it.,אתה רחוק מדי מהחור מכדי שתוכל להביט פנימה.,
3,21,You are in a forest clearing.  There is a large rock here.,אתה בקרחת יער. יש כאן סלע גדול.,
4,1,The clear water washes into the bucket.,המים הצלולים נשטפים לתוך הדלי.,
4,2,The lake's water is very refreshing.,מי האגם מרעננים מאוד.,
4,3,You are not close enough to the water.,אתה לא קרוב מספיק למים.,
4,4,These cattails are soft and fuzzy.,העשב כאן רך ונעים למגע.,
4,5,This is a serene mountain lake.,זהו אגם הרים שלו.,
4,6,It seems the old goat has wandered off by himself and is no longer following you.,נראה שהתיש הזקן נדד הלאה וכבר לא עוקב אחריך.,
5,1,You kneel down and fill the bucket with the cool water.,אתה כורע וממלא את הדלי במים הקרירים.,
5,2,You drink of the clear lake water.,אתה שותה ממי האגם הצלולים.,
5,3,You are not close enough to the water.,אתה לא קרוב מספיק למים.,
5,4,This is a serene mountain lake.,זהו אגם הרים שלו.,
5,5,You have no container for water.,אין לך מיכל למים.,
5,6,These cattails are fuzzy and soft.,העשב כאן נעים ורך למגע.,
5,7,It seems the old goat has wandered off by himself and is no longer following you.,נראה שהתיש הזקן נדד הלאה וכבר לא עוקב אחריך.,
6,1,"Inside the old, rotted stump you notice a small, canvas pouch.",בתוך הגדם הישן והרקוב אתה מבחין בארנק קטן מבד.,
6,2,"Inside the decaying tree stump, you see nothing interesting.","בתוך גדם העץ הנרקב, אתה לא רואה שום דבר מעניין.",
6,3,You notice the pouch feels aged and tattered.,אתה מבחין שהארנק מיושן ובלוי.,
6,4,You could get a much better look at it if it were in your  hands.,היית יכול לראות את זה הרבה יותר טוב אם זה היה בידיים שלך.,
6,5,There's no pouch here.,אין כאן ארנק.,
6,6,From here you can see the stump is very old and nearly petrified.,מכאן אתה יכול לראות שהגדם ישן מאוד וכמעט מאובן.,
6,7,You can vaguely see the stump in the distance.,ממרחק כזה אתה בקושי יכול לראות את גדם העץ.,
6,8,It is only a rotted log.,זה רק בול עץ רקוב.,
6,9,There is no reason to take this old log with you.,אין סיבה לקחת את הבול הישן הזה איתך.,
6,10,I suggest you move closer to try that.,אני מציע שתתקרב כדי לנסות את זה.,
6,11,You need to get closer to look at the log.,אתה צריך להתקרב כדי להסתכל על בול העץ.,
6,12,There is nothing in the old log.,אין כלום בבול העץ הישן.,
6,13,"The beans immediately sprout roots that reach deep into the fertile soil... leaves unfold themselves to the warm, loving sun... a rumbling is felt... and a mighty beanstalk now stretches up into the sky!",האפונים מיד מנביטים שורשים שמגיעים עמוק אל תוך האדמה הפורייה... עלים נפרשים אל השמש החמה והאוהבת... יש תחושה של רעידה... וגבעול אפונה אדיר נמתח כעת עד השמיים!,
6,14,You can't reach the beanstalk from here.,אתה לא יכול להגיע לגבעול האפונה מכאן.,
6,15,There is no beanstalk here to climb.,אין כאן גבעול אפונה לטפס עליו.,
6,16,Ouch!,אאוץ'!,
6,17,You have to find it first.,תצטרך למצוא את זה קודם.,
6,18,You are in the forest.  You can see a stump and a hollow log here.,אתה ביער. אתה יכול לראות כאן גדם ובול חלול.,
7,1,The lake's waters pour into the bucket.,מי האגם נשפכים לתוך הדלי.,
7,2,The clear water quenches your thirst.,המים הצלולים מרווים את צימאונך.,
7,3,You are not close enough to the lake.,אתה לא קרוב מספיק לאגם.,
7,4,You might try that at the lake.,אתה יכול לנסות את זה באגם.,
7,5,There is a small waterfall splashing nearby.,יש מפל קטן מתיז בקרבת מקום.,
7,6,This is a beautiful little lake.,זהו אגם קטן ויפה.,
7,7,You have no container for water.,אין לך מיכל למים.,
7,8,The swift water pulls you down to your untimely demise.,המים הזורמים מושכים אותך למטה למותך הבלתי צפוי.,
7,9,It seems the old goat has wandered off by himself and is no longer following you.,נראה שהתיש הזקן נדד הלאה וכבר לא עוקב אחריך.,
7,10,A rapidly flowing stream is pouring into this lake.,נחל זורם במהירות נשפך לתוך האגם הזה.,
8,1,The bucket is soon filled with clear water.,הדלי מתמלא במים צלולים.,
8,2,The water is clear and refreshing.,המים צלולים ומרעננים.,
8,3,You are not close enough to the lake.,אתה לא קרוב מספיק לאגם.,
8,4,This is a beautiful little lake.,זהו אגם קטן ויפה.,
8,5,You have no container for water.,אין לך מיכל למים.,
8,6,The swift water pulls you down to your untimely demise.,המים הזורמים מושכים אותך למטה למותך הבלתי צפוי.,
8,7,The flowers are very beautiful.,הפרחים יפים מאוד.,
8,8,It seems the old goat has wandered off by himself and is no longer following you.,נראה שהתיש הזקן נדד הלאה וכבר לא עוקב אחריך.,
8,9,A rapidly moving stream is flowing out of this lake.,נחל זורם במהירות זורם החוצה מהאגם הזה.,
9,1,"""Gentle Sir Graham, I am your fairy godmother.  Your quest is indeed noble.  My small part to aid you can be no bigger than this magic spell, protective but for a little while.""","""סר גרהם הנדיב, אני הפיה השומרת שלך. המשימה שלך אצילה ללא ספק. חלקי הקט בלסייע לך הוא הכישוף הקסום הזה, שיגן עלייך רק לזמן קצר.""",
9,2,It is impossible to acquire a fairy godmother.,אי אפשר לקחת פיה שומרת.,
9,3,She is your fairy godmother.,היא הפיה השומרת שלך.,
9,4,There is no fairy here.,אין פיה כאן.,
9,5,"""I will be watching over you, Sir Graham.""","""אני אשמור עליך, סר גרהם.""",
9,6,"There is no need to say, or do, anything.","אין צורך לומר, או לעשות, כלום.",
10,1,There is no reason to jump or duck here.,אין סיבה לקפוץ או להתכופף כאן.,
10,2,The goat is wandering this way and that.,התיש נודד לכאן ולכאן.,
10,3,There is no goat in the immediate area.,אין תיש באזור הקרוב.,
10,4,It is rather high.  Probably the only way to get in is through the gate.,זה די גבוה. כנראה הדרך היחידה להיכנס היא דרך השער.,
10,5,It is high enough to keep the old goat from jumping over it.,זה גבוה מספיק כדי למנוע מהתיש הזקן לקפוץ מעליו.,
10,6,You can't carry a goat very far.,אתה לא יכול לשאת תיש מרחק רב.,
10,7,What do you want to feed the old goat?,במה אתה רוצה להאכיל את התיש הזקן?,
10,8,That is not something the old goat wants to eat.,זה לא משהו שהתיש הזקן רוצה לאכול.,
10,9,You do not have the carrot.,אין לך את הגזר.,
10,10,Goats love carrots!  The old goat quickly devours yours.,עיזים אוהבות גזר! התיש הזקן זולל במהירות את שלך.,
10,11,From here it will be difficult to do such a terrible  thing.,מכאן יהיה קשה לעשות דבר כל כך נורא.,
10,12,You have no way to accomplish such a terrible deed.,אין לך דרך לבצע מעשה כל כך נורא.,
10,13,"You hurl the dagger at the old goat... he tries to avoid the flying dagger, but your aim is true... as the dagger strikes, he slumps to the ground... dead.","אתה זורק את הפגיון על התיש הזקן... הוא מנסה להתחמק מהפגיון המעופף, אבל אתה פוגע בכל זאת... וכשהפגיון פוגע, התיש מתמוטט לקרקע... ומת.",
10,14,"When you tempt the old goat with the carrot, he starts to follow you.","כשאתה מפתה את התיש הזקן עם הגזר, הוא מתחיל לעקוב אחריך.",
10,15,"Since you are invisible, everything you own is invisible. The goat cannot see the carrot.","מכיוון שאתה בלתי נראה, כל מה שיש לך בלתי נראה. התיש לא יכול לראות את הגזר.",
10,16,The old goat shows some interest in the carrot.,התיש הזקן מראה עניין בגזר.,
10,17,The goat is following you.,התיש עוקב אחריך.,
10,18,The goat will not let you catch him.,התיש לא ייתן לך לתפוס אותו.,
10,19,You cannot do that from outside the fence.,אתה לא יכול לעשות את זה מחוץ לגדר.,
10,20,There is no gate right here.,אין כאן שער.,
10,21,The fence is too high for you to jump over.,הגדר גבוהה מדי בשבילך לקפוץ מעליה.,
10,22,There should be a gate around here somewhere.,צריך להיות שער כאן איפשהו.,
10,23,Are you kidding?  The goat would never let you!,אתה צוחק? התיש לעולם לא ייתן לך!,
10,24,The old goat refuses to listen to you.,התיש הזקן מסרב להקשיב לך.,
10,25,"You can try, but be careful.","אתה יכול לנסות, אבל תיזהר.",
10,26,The goat refuses to listen to your words.,התיש מסרב להקשיב למילים שלך.,
10,27,Lying lifeless on the ground you see a useless dead  goat.,אתה רואה תיש מת חסר תועלת שוכב חסר חיים על הקרקע.,
10,28,You do not want to carry around a dead goat.,אתה לא רוצה לשאת תיש מת.,
10,29,You are too far away.,אתה רחוק מדי.,
10,30,You get no response from the goat.,אתה לא מקבל תגובה מהתיש.,
10,31,You see a grey billy goat inside the pen.,אתה רואה תיש זקן בתוך המכלאה.,
10,32,This looks like an area in which to keep animals.,זה נראה כמו אזור שבו מחזיקים בעלי חיים.,
11,1,There is no reason to jump or duck here.,אין סיבה לקפוץ או להתכופף כאן.,
11,2,It's not nice to tease the goat.  You're not leaving without him.,זה לא נחמד לגרות את התיש. אתה לא עוזב בלעדיו.,
11,3,The gate is already open.,השער כבר פתוח.,
11,4,The gate is already closed.,השער כבר סגור.,
11,5,"The gate is rather heavy, but you manage to open it.","השער די כבד, אבל אתה מצליח לפתוח אותו.",
11,6,You find the gate is much easier to close than it was to open.,אתה מגלה שהרבה יותר קל לסגור מאשר לפתוח.,
11,7,You cannot reach the gate from here.,אתה לא יכול להגיע לשער מכאן.,
11,8,The gate is closed.,השער סגור.,
11,9,The gate is open.,השער פתוח.,
11,10,The goat is pacing to and fro.,התיש צועד הלוך ושוב.,
11,11,There is no goat here.,אין תיש כאן.,
11,12,It is high enough to keep animals inside.,הגדר גבוהה מספיק כדי לשמור על בעלי חיים בפנים.,
11,13,It would be rather difficult to carry this goat.,יהיה די קשה לשאת את התיש הזה.,
11,14,The old goat is already following you.,התיש הזקן כבר עוקב אחריך.,
11,15,What do you want to feed the old goat?,במה אתה רוצה להאכיל את התיש הזקן?,
11,16,You have nothing the old goat wants to eat.,אין לך כלום שהתיש הזקן רוצה לאכול.,
11,17,You do not have a carrot.,אין לך גזר.,
11,18,Goats love carrots!  The goat quickly devours yours.,עיזים אוהבות גזר! התיש זולל במהירות את שלך.,
11,19,From here it will be very difficult to do such a  terrible thing.,מכאן יהיה קשה מאוד לעשות דבר כל כך נורא.,
11,20,You have no way to accomplish this terrible deed.,אין לך דרך לבצע את המעשה הנורא הזה.,
11,21,"You hurl the dagger at the old goat... he tries to avoid the flying dagger, but your aim is true... as the dagger strikes, he slumps to the ground... dead.","אתה זורק את הפגיון על התיש הזקן... הוא מנסה להתחמק מהפגיון המעופף, אבל אתה פוגע בכל זאת... וכשהפגיון פוגע, התיש מתמוטט לקרקע... ומת.",
11,22,"When you tempt the old goat with the carrot, he starts to follow you.","כשאתה מפתה את התיש הזקן עם הגזר, הוא מתחיל לעקוב אחריך.",
11,23,"Since you are invisible, everything you own is invisible.  The goat cannot see the carrot.","מכיוון שאתה בלתי נראה, כל מה שיש לך בלתי נראה. התיש לא יכול לראות את הגזר.",
11,24,The old goat's on the other side of the fence!,התיש הזקן בצד השני של הגדר!,
11,25,The goat is following you already.,התיש כבר עוקב אחריך.,
11,26,The goat will not let you catch him.,התיש לא ייתן לך לתפוס אותה.,
11,27,You cannot do that from outside the fence.,אתה לא יכול לעשות את זה מחוץ לגדר.,
11,28,The fence is too high for you to jump over.,הגדר גבוהה מדי בשבילך לקפוץ מעליה.,
11,29,Why would you want to do that?  There is a gate.,למה שתרצה לעשות את זה? יש שער.,
11,30,Are you kidding?  The goat would never let you!,אתה צוחק? התיש לעולם לא ייתן לך!,
11,31,The old goat refuses to listen to you.,התיש הזקן מסרב להקשיב לך.,
11,32,"You can try, but be careful.","אתה יכול לנסות, אבל תיזהר.",
11,33,The goat refuses to listen to your words.,התיש מסרב להקשיב למילים שלך.,
